Wavelength_nm	Energy_eV	VOC_V	JSC_mA/cm2	FF_%	PCE_%
354.08338	3.502	3.08114	0.4338	95.18379	1.27223
354.28571	3.5	3.07938	0.43731	95.18153	1.28176
354.48828	3.498	3.07762	0.44084	95.17935	1.29134
354.69108	3.496	3.07586	0.44439	95.17708	1.30095
354.8941	3.494	3.07409	0.44794	95.17472	1.31056
355.09737	3.492	3.07232	0.45148	95.17246	1.32014
355.30086	3.49	3.07055	0.455	95.17025	1.32962
355.50459	3.488	3.06878	0.45847	95.16796	1.33895
355.70855	3.486	3.067	0.46187	95.16559	1.34809
355.91274	3.484	3.06522	0.4652	95.16326	1.35697
356.11717	3.482	3.06342	0.46845	95.16102	1.36561
356.32184	3.48	3.06163	0.47161	95.15872	1.374
356.52674	3.478	3.05983	0.4747	95.15634	1.38214
356.73188	3.476	3.05802	0.47767	95.1539	1.38992
356.93725	3.474	3.0562	0.48049	95.15159	1.39727
357.14286	3.472	3.05437	0.48322	95.14928	1.40434
357.3487	3.47	3.05255	0.48594	95.14692	1.41137
357.55479	3.468	3.05072	0.48867	95.1445	1.41842
357.76111	3.466	3.0489	0.49136	95.14204	1.42533
357.96767	3.464	3.04706	0.49398	95.13965	1.43202
358.17447	3.462	3.04522	0.49652	95.13732	1.43849
358.3815	3.46	3.04338	0.49899	95.13494	1.44473
358.58878	3.458	3.04154	0.50144	95.13251	1.45091
358.7963	3.456	3.0397	0.504	95.13005	1.4574
359.00405	3.454	3.03787	0.50674	95.12756	1.4644
359.21205	3.452	3.03605	0.50969	95.12524	1.47201
359.42029	3.45	3.03424	0.51289	95.12292	1.48034
359.62877	3.448	3.03244	0.51629	95.12055	1.48922
359.83749	3.446	3.03065	0.5198	95.11812	1.49844
360.04646	3.444	3.02885	0.52339	95.11569	1.50785
360.25567	3.442	3.02706	0.52696	95.11341	1.51721
360.46512	3.44	3.02526	0.53046	95.11107	1.52633
360.67481	3.438	3.02346	0.53387	95.10865	1.53517
360.88475	3.436	3.02165	0.53716	95.10617	1.54369
361.09493	3.434	3.01983	0.54037	95.10376	1.55194
361.30536	3.432	3.01801	0.54354	95.10142	1.56004
361.51603	3.43	3.01619	0.54668	95.09902	1.56807
361.72695	3.428	3.01437	0.54985	95.09657	1.57618
361.93812	3.426	3.01255	0.55309	95.09408	1.58447
362.14953	3.424	3.01074	0.55642	95.09164	1.59302
362.36119	3.422	3.00893	0.55989	95.0893	1.60193
362.5731	3.42	3.00712	0.56348	95.08692	1.61119
362.78525	3.418	3.00532	0.56714	95.08447	1.62067
362.99766	3.416	3.00352	0.57086	95.08197	1.63027
363.21031	3.414	3.00172	0.57459	95.07959	1.63989
363.42321	3.412	2.99991	0.57828	95.07723	1.64938
363.63636	3.41	2.99811	0.58196	95.07481	1.65885
363.84977	3.408	2.9963	0.58569	95.07234	1.66842
364.06342	3.406	2.9945	0.58947	95.0698	1.67814
364.27732	3.404	2.99269	0.59326	95.06746	1.68788
364.49148	3.402	2.99089	0.59705	95.06508	1.69759
364.70588	3.4	2.98908	0.60087	95.06263	1.70737
364.92054	3.398	2.98728	0.60475	95.06013	1.71732
365.13545	3.396	2.98548	0.60874	95.05763	1.72755
365.35062	3.394	2.98369	0.61288	95.0553	1.73823
365.56604	3.392	2.9819	0.6172	95.0529	1.74938
365.78171	3.39	2.98011	0.62167	95.05044	1.76096
365.99764	3.388	2.97834	0.62629	95.04791	1.77293
366.21382	3.386	2.97656	0.63098	95.04558	1.78511
366.43026	3.384	2.97478	0.63569	95.04321	1.7973
366.64695	3.382	2.973	0.64039	95.04076	1.80947
366.86391	3.38	2.97122	0.64507	95.03824	1.82156
367.08111	3.378	2.96944	0.64973	95.03583	1.83354
367.29858	3.376	2.96765	0.65435	95.03345	1.84543
367.5163	3.374	2.96586	0.65893	95.031	1.8572
367.73428	3.372	2.96407	0.66345	95.02848	1.86874
367.95252	3.37	2.96227	0.66785	95.02594	1.87996
368.17102	3.368	2.96047	0.67219	95.02356	1.89097
368.38978	3.366	2.95866	0.67651	95.02112	1.90191
368.6088	3.364	2.95686	0.68085	95.01861	1.9129
368.82808	3.362	2.95506	0.68526	95.01604	1.92406
369.04762	3.36	2.95326	0.68977	95.01356	1.93549
369.26742	3.358	2.95146	0.69441	95.01116	1.94728
369.48749	3.356	2.94967	0.69921	95.00869	1.9595
369.70781	3.354	2.94788	0.70411	95.00616	1.97198
369.9284	3.352	2.94609	0.70905	95.00358	1.98456
370.14925	3.35	2.9443	0.71395	95.0012	1.99701
370.37037	3.348	2.9425	0.71869	94.99874	2.00897
370.59175	3.346	2.9407	0.72327	94.99621	2.02049
370.8134	3.344	2.93889	0.72782	94.99362	2.0319
371.03531	3.342	2.93708	0.73242	94.99108	2.04342
371.25749	3.34	2.93528	0.73708	94.98865	2.05511
371.47993	3.338	2.93348	0.74183	94.98615	2.06704
371.70264	3.336	2.93167	0.74657	94.98359	2.07891
371.92561	3.334	2.92986	0.7512	94.98097	2.09044
372.14886	3.332	2.92805	0.7557	94.97846	2.10163
372.37237	3.33	2.92623	0.76012	94.97598	2.11253
372.59615	3.328	2.92441	0.76445	94.97343	2.12319
372.8202	3.326	2.92258	0.76871	94.97083	2.13363
373.04452	3.324	2.92075	0.77289	94.96818	2.14384
373.26911	3.322	2.91892	0.77695	94.96559	2.15367
373.49398	3.32	2.91708	0.78082	94.96307	2.16299
373.71911	3.318	2.91523	0.7846	94.96049	2.17203
373.94451	3.316	2.91339	0.78839	94.95788	2.18107
374.17019	3.314	2.91154	0.79217	94.95522	2.19008
374.39614	3.312	2.9097	0.79595	94.95252	2.19907
374.62236	3.31	2.90785	0.79976	94.94994	2.20813
374.84885	3.308	2.90601	0.80366	94.94739	2.21743
375.07562	3.306	2.90417	0.80769	94.9448	2.22709
375.30266	3.304	2.90233	0.8119	94.94217	2.23722
375.52998	3.302	2.90051	0.8163	94.9395	2.24788
375.75758	3.3	2.89868	0.82084	94.93682	2.25889
375.98545	3.298	2.89686	0.82546	94.93431	2.27011
376.21359	3.296	2.89503	0.83011	94.93175	2.2814
376.44202	3.294	2.89321	0.83474	94.92913	2.29261
376.67072	3.292	2.89138	0.83941	94.92646	2.30392
376.8997	3.29	2.88956	0.84422	94.92374	2.3156
377.12895	3.288	2.88775	0.84923	94.92123	2.3278
377.35849	3.286	2.88594	0.85448	94.91869	2.34068
377.58831	3.284	2.88413	0.86	94.91609	2.35425
377.8184	3.282	2.88234	0.86574	94.91343	2.36843
378.04878	3.28	2.88054	0.87166	94.91079	2.38308
378.27944	3.278	2.87875	0.87763	94.9083	2.39785
378.51038	3.276	2.87696	0.88354	94.90573	2.41241
378.7416	3.274	2.87516	0.88927	94.90309	2.42646
378.97311	3.272	2.87334	0.89471	94.90037	2.43971
379.20489	3.27	2.87152	0.89988	94.89776	2.4522
379.43696	3.268	2.8697	0.90481	94.89517	2.46399
379.66932	3.266	2.86787	0.90963	94.89253	2.47546
379.90196	3.264	2.86604	0.91452	94.88984	2.48711
380.13489	3.262	2.86421	0.91955	94.8871	2.49911
380.3681	3.26	2.86239	0.92474	94.88442	2.51155
380.6016	3.258	2.86057	0.93008	94.88184	2.52438
380.83538	3.256	2.85875	0.93551	94.87922	2.53743
381.06945	3.254	2.85693	0.94095	94.87654	2.55049
381.30381	3.252	2.85511	0.94625	94.87379	2.56314
381.53846	3.25	2.85328	0.95129	94.87105	2.57508
381.7734	3.248	2.85144	0.95604	94.86844	2.58619
382.00863	3.246	2.84959	0.96045	94.86576	2.59637
382.24414	3.244	2.84773	0.96456	94.86303	2.60571
382.47995	3.242	2.84586	0.96841	94.86025	2.61432
382.71605	3.24	2.84399	0.97204	94.85743	2.6223
382.95244	3.238	2.84211	0.97548	94.85458	2.62979
383.18912	3.236	2.84023	0.97881	94.85186	2.63693
383.4261	3.234	2.83835	0.98208	94.84913	2.6439
383.66337	3.232	2.83647	0.9854	94.84637	2.65101
383.90093	3.23	2.8346	0.98893	94.84359	2.65866
384.13879	3.228	2.83273	0.99274	94.84079	2.66706
384.37694	3.226	2.83087	0.99689	94.83796	2.67639
384.61538	3.224	2.82901	1.00139	94.83512	2.68662
384.85413	3.222	2.82717	1.00614	94.83246	2.69753
385.09317	3.22	2.82533	1.01105	94.82976	2.70886
385.3325	3.218	2.82348	1.01596	94.82702	2.72017
385.57214	3.216	2.82164	1.02078	94.82423	2.7312
385.81207	3.214	2.81979	1.02552	94.82139	2.742
386.0523	3.212	2.81794	1.03021	94.81856	2.75264
386.29283	3.21	2.81609	1.03492	94.81587	2.76334
386.53367	3.208	2.81424	1.03973	94.81314	2.77428
386.7748	3.206	2.81239	1.0446	94.81036	2.78536
387.01623	3.204	2.81055	1.04949	94.80755	2.79649
387.25796	3.202	2.8087	1.05439	94.80469	2.8076
387.5	3.2	2.80685	1.05926	94.80186	2.81863
387.74234	3.198	2.805	1.06411	94.79914	2.8296
387.98498	3.196	2.80315	1.06895	94.79638	2.8405
388.22793	3.194	2.8013	1.07378	94.79358	2.85136
388.47118	3.192	2.79945	1.0786	94.79074	2.86218
388.71473	3.19	2.7976	1.0835	94.78785	2.87322
388.95859	3.188	2.79575	1.08861	94.78501	2.88477
389.20276	3.186	2.79391	1.09396	94.78229	2.89695
389.44724	3.184	2.79207	1.09959	94.77954	2.90986
389.69202	3.182	2.79024	1.10546	94.77674	2.92339
389.93711	3.18	2.78842	1.11149	94.77389	2.93733
390.1825	3.178	2.78659	1.11763	94.77099	2.95154
390.42821	3.176	2.78477	1.12383	94.76829	2.96587
390.67423	3.174	2.78294	1.13012	94.76555	2.98043
390.92055	3.172	2.78112	1.13658	94.76276	2.99541
391.16719	3.17	2.7793	1.14318	94.75992	3.01077
391.41414	3.168	2.77749	1.14987	94.75702	3.02631
391.6614	3.166	2.77567	1.15652	94.75429	3.04172
391.90898	3.164	2.77384	1.16297	94.75154	3.05658
392.15686	3.162	2.77201	1.16908	94.74872	3.07053
392.40506	3.16	2.77017	1.17474	94.74584	3.08324
392.65358	3.158	2.76831	1.17982	94.74289	3.09442
392.90241	3.156	2.76644	1.18424	94.73994	3.10382
393.15155	3.154	2.76456	1.18805	94.73709	3.11159
393.40102	3.152	2.76266	1.19142	94.7342	3.11817
393.65079	3.15	2.76077	1.19466	94.73127	3.1244
393.90089	3.148	2.75888	1.19819	94.72833	3.13139
394.1513	3.146	2.757	1.20227	94.72537	3.13982
394.40204	3.144	2.75513	1.20705	94.72241	3.15007
394.65309	3.142	2.75328	1.21252	94.71941	3.16212
394.90446	3.14	2.75144	1.21854	94.71663	3.17561
395.15615	3.138	2.74961	1.22499	94.71383	3.1902
395.40816	3.136	2.74779	1.23172	94.71097	3.20549
395.6605	3.134	2.74596	1.23847	94.70806	3.22082
395.91315	3.132	2.74413	1.24493	94.70509	3.23535
396.16613	3.13	2.74228	1.25083	94.7022	3.24841
396.41944	3.128	2.74042	1.25598	94.69934	3.25946
396.67306	3.126	2.73854	1.2604	94.69641	3.26859
396.92702	3.124	2.73666	1.26426	94.69343	3.27625
397.18129	3.122	2.73477	1.26811	94.69043	3.28384
397.4359	3.12	2.73289	1.27261	94.68741	3.29313
397.69083	3.118	2.73103	1.27799	94.68437	3.30472
397.94608	3.116	2.72919	1.28431	94.68151	3.31872
398.20167	3.114	2.72737	1.29147	94.67869	3.33487
398.45758	3.112	2.72556	1.29931	94.67582	3.3528
398.71383	3.11	2.72376	1.30766	94.6729	3.37201
398.9704	3.108	2.72196	1.31632	94.66992	3.392
399.2273	3.106	2.72017	1.32521	94.66716	3.41255
399.48454	3.104	2.71838	1.33426	94.66435	3.4335
399.7421	3.102	2.71659	1.34343	94.66147	3.4547
400	3.1	2.7148	1.35266	94.65851	3.47606
400.25823	3.098	2.71301	1.362	94.65564	3.49763
400.5168	3.096	2.71122	1.37145	94.65286	3.51948
400.77569	3.094	2.70943	1.38102	94.64999	3.54159
401.03493	3.092	2.70765	1.3907	94.64705	3.56397
401.2945	3.09	2.70586	1.40051	94.64409	3.58662
401.5544	3.088	2.70408	1.41044	94.64132	3.60955
401.81465	3.086	2.7023	1.42048	94.63848	3.63275
402.07523	3.084	2.70051	1.43062	94.63555	3.65615
402.33615	3.082	2.69873	1.44074	94.63254	3.67948
402.5974	3.08	2.69694	1.45079	94.62974	3.70258
402.859	3.078	2.69515	1.46076	94.62689	3.72544
403.12094	3.076	2.69336	1.47068	94.62397	3.74813
403.38321	3.074	2.69157	1.48063	94.62096	3.77084
403.64583	3.072	2.68978	1.49063	94.61803	3.79368
403.90879	3.07	2.68798	1.5007	94.6152	3.81664
404.1721	3.068	2.68619	1.5108	94.61229	3.83963
404.43575	3.066	2.68439	1.52086	94.6093	3.86251
404.69974	3.064	2.6826	1.53088	94.60623	3.88524
404.96408	3.062	2.6808	1.54086	94.60341	3.90781
405.22876	3.06	2.679	1.55079	94.60051	3.93023
405.49379	3.058	2.6772	1.56067	94.59753	3.95249
405.75916	3.056	2.67539	1.57051	94.59448	3.97459
406.02489	3.054	2.67359	1.5803	94.59148	3.99655
406.29096	3.052	2.67178	1.59005	94.58859	4.01838
406.55738	3.05	2.66997	1.59978	94.58564	4.0401
406.82415	3.048	2.66816	1.60948	94.58261	4.06171
407.09127	3.046	2.66635	1.61918	94.57952	4.08328
407.35874	3.044	2.66454	1.62896	94.57654	4.10503
407.62656	3.042	2.66273	1.63888	94.57363	4.12708
407.89474	3.04	2.66092	1.64893	94.57064	4.14944
408.16327	3.038	2.65911	1.65913	94.56759	4.17216
408.43215	3.036	2.65731	1.66953	94.56447	4.19532
408.70138	3.034	2.65551	1.68014	94.56155	4.21899
408.97098	3.032	2.65371	1.69096	94.55862	4.24314
409.24092	3.03	2.6519	1.70171	94.5556	4.26707
409.51123	3.028	2.6501	1.71207	94.55251	4.28999
409.78189	3.026	2.64828	1.72201	94.54938	4.3118
410.05291	3.024	2.64646	1.73161	94.54643	4.33272
410.32429	3.022	2.64463	1.74124	94.54342	4.35366
410.59603	3.02	2.64281	1.75119	94.54036	4.37539
410.86812	3.018	2.641	1.76146	94.53724	4.3979
411.14058	3.016	2.63919	1.77204	94.53409	4.42111
411.4134	3.014	2.63738	1.78284	94.53116	4.44489
411.68659	3.012	2.63557	1.79386	94.52815	4.46914
411.96013	3.01	2.63377	1.80507	94.52508	4.49386
412.23404	3.008	2.63196	1.81636	94.52194	4.51871
412.50832	3.006	2.63016	1.82757	94.51886	4.54333
412.78296	3.004	2.62835	1.83867	94.51588	4.56764
413.05796	3.002	2.62654	1.84968	94.51283	4.59167
413.33333	3	2.62472	1.86064	94.50972	4.61554
413.60907	2.998	2.62291	1.87159	94.50653	4.63933
413.88518	2.996	2.62109	1.88253	94.50345	4.66306
414.16166	2.994	2.61928	1.8935	94.50043	4.68684
414.4385	2.992	2.61746	1.90456	94.49735	4.71081
414.71572	2.99	2.61565	1.91576	94.49421	4.73507
414.99331	2.988	2.61384	1.92709	94.491	4.7596
415.27127	2.986	2.61202	1.93854	94.48793	4.7844
415.5496	2.984	2.61021	1.95011	94.4849	4.80946
415.8283	2.982	2.6084	1.9618	94.4818	4.83477
416.10738	2.98	2.60659	1.97357	94.47863	4.86024
416.38684	2.978	2.60478	1.98534	94.47539	4.88566
416.66667	2.976	2.60296	1.99704	94.47234	4.91089
416.94687	2.974	2.60115	2.0087	94.46927	4.93594
417.22746	2.972	2.59933	2.02026	94.46613	4.96073
417.50842	2.97	2.59751	2.03172	94.46293	4.9852
417.78976	2.968	2.59569	2.04305	94.45966	5.00933
418.07148	2.966	2.59387	2.05431	94.45657	5.03321
418.35358	2.964	2.59204	2.06561	94.45347	5.05717
418.63606	2.962	2.59022	2.07706	94.45031	5.08147
418.91892	2.96	2.5884	2.08867	94.44708	5.1061
419.20216	2.958	2.58658	2.10028	94.4438	5.1307
419.48579	2.956	2.58475	2.1117	94.44066	5.15477
419.7698	2.954	2.58292	2.12286	94.43754	5.17818
420.0542	2.952	2.58109	2.13383	94.43435	5.20107
420.33898	2.95	2.57926	2.14495	94.4311	5.2243
420.62415	2.948	2.57743	2.15653	94.4278	5.24859
420.90971	2.946	2.57561	2.16854	94.4246	5.27393
421.19565	2.944	2.57379	2.18085	94.42148	5.29992
421.48199	2.942	2.57197	2.1932	94.41831	5.326
421.76871	2.94	2.57015	2.20553	94.41506	5.35196
422.05582	2.938	2.56833	2.21783	94.41175	5.37781
422.34332	2.936	2.56651	2.23007	94.40852	5.40346
422.63122	2.934	2.56469	2.24221	94.40537	5.42885
422.91951	2.932	2.56286	2.25428	94.40217	5.45399
423.20819	2.93	2.56103	2.26628	94.3989	5.47894
423.49727	2.928	2.5592	2.27828	94.39557	5.50382
423.78674	2.926	2.55737	2.29029	94.39225	5.52868
424.07661	2.924	2.55554	2.30232	94.38909	5.55355
424.36687	2.922	2.55372	2.31443	94.38587	5.57858
424.65753	2.92	2.55189	2.32668	94.3826	5.60389
424.94859	2.918	2.55006	2.33905	94.37926	5.62947
425.24005	2.916	2.54823	2.35148	94.37587	5.65511
425.53191	2.914	2.5464	2.36384	94.3727	5.68057
425.82418	2.912	2.54457	2.37613	94.36947	5.7058
426.11684	2.91	2.54274	2.38834	94.36618	5.73078
426.4099	2.908	2.5409	2.40045	94.36283	5.75549
426.70337	2.906	2.53907	2.41247	94.35943	5.77991
426.99725	2.904	2.53723	2.42439	94.35614	5.80407
427.29152	2.902	2.53539	2.43629	94.35289	5.82813
427.58621	2.9	2.53356	2.44825	94.3496	5.85229
427.8813	2.898	2.53172	2.46027	94.34624	5.87654
428.1768	2.896	2.52988	2.47225	94.34283	5.90068
428.4727	2.894	2.52804	2.48406	94.33939	5.92433
428.76902	2.892	2.52619	2.49563	94.33614	5.94736
429.06574	2.89	2.52434	2.50691	94.33283	5.96966
429.36288	2.888	2.52249	2.51769	94.32946	5.99072
429.66043	2.886	2.52063	2.52781	94.32604	6.01016
429.95839	2.884	2.51876	2.53728	94.32256	6.02797
430.25677	2.882	2.51689	2.54627	94.31903	6.04461
430.55556	2.88	2.51501	2.555	94.31567	6.06059
430.85476	2.878	2.51313	2.56349	94.31228	6.07598
431.15438	2.876	2.51126	2.57225	94.30886	6.09196
431.45442	2.874	2.50939	2.58222	94.30543	6.1108
431.75487	2.872	2.50755	2.59386	94.30198	6.1336
432.05575	2.87	2.50571	2.607	94.2985	6.15994
432.35704	2.868	2.50388	2.62066	94.29514	6.18749
432.65876	2.866	2.50205	2.63407	94.29184	6.21437
432.96089	2.864	2.50022	2.64721	94.28846	6.24057
433.26345	2.862	2.49838	2.66008	94.28503	6.26607
433.56643	2.86	2.49653	2.67268	94.28153	6.29087
433.86984	2.858	2.49469	2.685	94.27801	6.31498
434.17367	2.856	2.49284	2.69724	94.27468	6.33884
434.47793	2.854	2.491	2.70972	94.27129	6.36323
434.78261	2.852	2.48916	2.72258	94.26786	6.38847
435.08772	2.85	2.48732	2.73584	94.26438	6.4146
435.39326	2.848	2.48548	2.7495	94.26085	6.44164
435.69923	2.846	2.48365	2.7636	94.25743	6.46965
436.00563	2.844	2.48182	2.77811	94.25408	6.49861
436.31246	2.842	2.48	2.7929	94.25068	6.52816
436.61972	2.84	2.47817	2.80781	94.24722	6.55794
436.92741	2.838	2.47634	2.82285	94.24369	6.58797
437.23554	2.836	2.47452	2.83776	94.2402	6.61764
437.54411	2.834	2.47268	2.85221	94.23684	6.64616
437.85311	2.832	2.47085	2.86612	94.2334	6.67336
438.16254	2.83	2.469	2.87959	94.2299	6.69947
438.47242	2.828	2.46716	2.89283	94.22635	6.72499
438.78273	2.826	2.46531	2.90594	94.22274	6.75016
439.09348	2.824	2.46346	2.91903	94.21928	6.77525
439.40468	2.822	2.46162	2.93249	94.21584	6.80113
439.71631	2.82	2.45978	2.94657	94.21236	6.82842
440.02839	2.818	2.45794	2.96124	94.20883	6.85704
440.34091	2.816	2.45611	2.97617	94.20525	6.88622
440.65387	2.814	2.45428	2.99107	94.20166	6.91527
440.96728	2.812	2.45244	3.00594	94.19825	6.9442
441.28114	2.81	2.4506	3.02096	94.19478	6.9734
441.59544	2.808	2.44877	3.03631	94.19126	7.00335
441.91019	2.806	2.44694	3.05203	94.18767	7.03407
442.22539	2.804	2.44511	3.06802	94.18403	7.06537
442.54104	2.802	2.44329	3.08415	94.1806	7.09695
442.85714	2.8	2.44146	3.10039	94.17714	7.12872
443.1737	2.798	2.43963	3.11669	94.17361	7.16055
443.4907	2.796	2.4378	3.13292	94.17002	7.19219
443.80816	2.794	2.43597	3.14907	94.16636	7.22353
444.12607	2.792	2.43414	3.16517	94.16284	7.25475
444.44444	2.79	2.43231	3.18141	94.15936	7.28622
444.76327	2.788	2.43048	3.19788	94.15583	7.31815
445.08256	2.786	2.42865	3.21448	94.15223	7.35032
445.4023	2.784	2.42682	3.23084	94.14856	7.38187
445.7225	2.782	2.42498	3.24668	94.14493	7.41216
446.04317	2.78	2.42314	3.26208	94.14143	7.44138
446.36429	2.778	2.4213	3.27765	94.13786	7.47094
446.68588	2.776	2.41946	3.29392	94.13425	7.50205
447.00793	2.774	2.41763	3.31089	94.13059	7.5347
447.33045	2.772	2.41581	3.32825	94.12687	7.56819
447.65343	2.77	2.41398	3.34572	94.12338	7.60188
447.97688	2.768	2.41215	3.3633	94.11984	7.63575
448.3008	2.766	2.41032	3.38094	94.11623	7.66969
448.62518	2.764	2.4085	3.39862	94.11256	7.70363
448.95004	2.762	2.40667	3.41631	94.10882	7.73755
449.27536	2.76	2.40484	3.43413	94.10526	7.7717
449.60116	2.758	2.40301	3.45218	94.10171	7.80632
449.92743	2.756	2.40119	3.47048	94.09809	7.84144
450.25418	2.754	2.39936	3.48903	94.09441	7.87707
450.5814	2.752	2.39754	3.50786	94.09067	7.91323
450.90909	2.75	2.39571	3.52694	94.08705	7.94993
451.23726	2.748	2.39389	3.54612	94.0835	7.98677
451.56591	2.746	2.39207	3.56513	94.07987	8.02317
451.89504	2.744	2.39024	3.58392	94.07617	8.05896
452.22465	2.742	2.38841	3.6024	94.0724	8.094
452.55474	2.74	2.38658	3.62048	94.0687	8.12807
452.88532	2.738	2.38474	3.63814	94.06509	8.1611
453.21637	2.736	2.3829	3.65564	94.06142	8.19373
453.54792	2.734	2.38106	3.67346	94.0577	8.22698
453.87994	2.732	2.37923	3.69173	94.05392	8.26119
454.21245	2.73	2.3774	3.7103	94.05009	8.29604
454.54545	2.728	2.37557	3.72896	94.0465	8.33101
454.87894	2.726	2.37373	3.74762	94.04284	8.3659
455.21292	2.724	2.3719	3.76635	94.03912	8.40088
455.54739	2.722	2.37007	3.78528	94.03533	8.43625
455.88235	2.72	2.36823	3.80446	94.03149	8.47209
456.21781	2.718	2.3664	3.82384	94.0278	8.50833
456.55376	2.716	2.36457	3.84334	94.02414	8.54477
456.8902	2.714	2.36274	3.86294	94.02042	8.58136
457.22714	2.712	2.36091	3.88257	94.01663	8.61794
457.56458	2.71	2.35908	3.90213	94.01277	8.65428
457.90251	2.708	2.35724	3.92159	94.00898	8.69034
458.24095	2.706	2.35541	3.94099	94.00531	8.72618
458.57988	2.704	2.35357	3.96036	94.00156	8.76189
458.91932	2.702	2.35174	3.97973	93.99776	8.79751
459.25926	2.7	2.3499	3.99908	93.99389	8.83303
459.5997	2.698	2.34806	4.01844	93.98997	8.86848
459.94065	2.696	2.34623	4.0378	93.98628	8.90388
460.28211	2.694	2.34439	4.05727	93.98253	8.93945
460.62407	2.692	2.34255	4.07699	93.97873	8.97551
460.96654	2.69	2.34072	4.09699	93.97486	9.0121
461.30952	2.688	2.33888	4.1172	93.97093	9.04906
461.65302	2.686	2.33705	4.13752	93.96713	9.08623
461.99702	2.684	2.33521	4.15795	93.96338	9.12356
462.34154	2.682	2.33338	4.17847	93.95958	9.16102
462.68657	2.68	2.33154	4.19907	93.95571	9.19855
463.03211	2.678	2.32971	4.21972	93.95177	9.23613
463.37818	2.676	2.32787	4.24031	93.94784	9.2735
463.72476	2.674	2.32604	4.26073	93.94409	9.31043
464.07186	2.672	2.3242	4.28099	93.94027	9.34693
464.41948	2.67	2.32236	4.30115	93.93638	9.38313
464.76762	2.668	2.32052	4.32128	93.93244	9.41916
465.11628	2.666	2.31867	4.3414	93.92843	9.4551
465.46547	2.664	2.31683	4.36163	93.92458	9.49123
465.81518	2.662	2.31499	4.38206	93.92076	9.52772
466.16541	2.66	2.31315	4.40257	93.91688	9.56431
466.51618	2.658	2.31131	4.42292	93.91293	9.60048
466.86747	2.656	2.30946	4.443	93.90892	9.63595
467.21929	2.654	2.30762	4.463	93.90489	9.67116
467.57164	2.652	2.30577	4.48322	93.90106	9.70683
467.92453	2.65	2.30393	4.50379	93.89718	9.74318
468.27795	2.648	2.30209	4.52461	93.89324	9.77997
468.6319	2.646	2.30025	4.54553	93.88924	9.81691
468.98638	2.644	2.2984	4.56653	93.88518	9.85394
469.34141	2.642	2.29656	4.58745	93.88122	9.89073
469.69697	2.64	2.29472	4.60814	93.87734	9.92694
470.05307	2.638	2.29287	4.62861	93.8734	9.9626
470.40971	2.636	2.29102	4.64908	93.86939	9.99817
470.76689	2.634	2.28918	4.66972	93.86533	10.03402
471.12462	2.632	2.28733	4.69057	93.86122	10.07026
471.48289	2.63	2.28549	4.71178	93.85729	10.10721
471.8417	2.628	2.28364	4.73342	93.85337	10.14502
472.20107	2.626	2.2818	4.7553	93.84938	10.18327
472.56098	2.624	2.27996	4.77708	93.84534	10.22121
472.92143	2.622	2.27811	4.7986	93.84123	10.25849
473.28244	2.62	2.27627	4.82001	93.83712	10.29547
473.644	2.618	2.27442	4.84152	93.83319	10.33258
474.00612	2.616	2.27258	4.86316	93.8292	10.36991
474.36878	2.614	2.27073	4.88502	93.82516	10.40763
474.73201	2.612	2.26889	4.9072	93.82106	10.44593
475.09579	2.61	2.26705	4.92961	93.8169	10.48465
475.46012	2.608	2.2652	4.95199	93.81284	10.52324
475.82502	2.606	2.26336	4.97415	93.80886	10.56125
476.19048	2.604	2.26151	4.99615	93.80482	10.59886
476.5565	2.602	2.25966	5.01818	93.80072	10.63643
476.92308	2.6	2.25782	5.0403	93.79656	10.67412
477.29022	2.598	2.25597	5.06261	93.79234	10.71212
477.65794	2.596	2.25412	5.08521	93.78832	10.75068
478.02621	2.594	2.25228	5.10812	93.7843	10.7898
478.39506	2.592	2.25044	5.13111	93.78021	10.82901
478.76448	2.59	2.24859	5.15398	93.77605	10.86789
479.13447	2.588	2.24674	5.1768	93.77184	10.90656
479.50503	2.586	2.2449	5.19972	93.76763	10.94534
479.87616	2.584	2.24305	5.22283	93.7636	10.98448
480.24787	2.582	2.24121	5.24609	93.75952	11.02384
480.62016	2.58	2.23936	5.26942	93.75537	11.06326
480.99302	2.578	2.23751	5.29281	93.75117	11.10271
481.36646	2.576	2.23567	5.31627	93.7469	11.1422
481.74048	2.574	2.23382	5.33981	93.74273	11.1818
482.11509	2.572	2.23198	5.36341	93.73865	11.22147
482.49027	2.57	2.23013	5.38702	93.73451	11.26103
482.86604	2.568	2.22828	5.41057	93.73031	11.30038
483.2424	2.566	2.22643	5.43404	93.72605	11.33948
483.61934	2.564	2.22459	5.45742	93.72172	11.37827
483.99688	2.562	2.22274	5.48067	93.71757	11.41676
484.375	2.56	2.22088	5.50389	93.71343	11.45506
484.75371	2.558	2.21903	5.52713	93.70923	11.49333
485.13302	2.556	2.21718	5.5501	93.70497	11.53094
485.51292	2.554	2.21532	5.57199	93.70064	11.56618
485.89342	2.552	2.21346	5.59225	93.69625	11.5979
486.27451	2.55	2.21159	5.61179	93.69202	11.62807
486.6562	2.548	2.20972	5.63189	93.6878	11.65935
487.03849	2.546	2.20786	5.65291	93.68354	11.69246
487.42138	2.544	2.206	5.67474	93.67924	11.72719
487.80488	2.542	2.20414	5.6973	93.67489	11.76335
488.18898	2.54	2.20228	5.72029	93.67049	11.80033
