Wavelength_nm	Energy_eV	VOC_V	JSC_mA/cm2	FF_%	PCE_%
787.80178	1.574	1.30025	26.40806	90.37996	31.03377
788.80407	1.572	1.29838	26.48005	90.36932	31.07008
789.80892	1.57	1.29652	26.55117	90.35864	31.10509
790.81633	1.568	1.29465	26.62182	90.34784	31.13922
791.82631	1.566	1.29278	26.69271	90.33692	31.17337
792.83887	1.564	1.29092	26.76342	90.32589	31.207
793.85403	1.562	1.28905	26.83435	90.31476	31.24063
794.87179	1.56	1.28718	26.90572	90.30402	31.27465
795.89217	1.558	1.28532	26.97672	90.29316	31.30794
796.91517	1.556	1.28345	27.04787	90.28218	31.34111
797.9408	1.554	1.28159	27.12044	90.27109	31.37567
798.96907	1.552	1.27972	27.19333	90.25987	31.41031
800	1.55	1.27785	27.26523	90.24868	31.44354
801.03359	1.548	1.27599	27.33718	90.23776	31.47666
802.06986	1.546	1.27412	27.4098	90.22672	31.51028
803.10881	1.544	1.27226	27.48212	90.21555	31.54324
804.15045	1.542	1.27039	27.55441	90.20427	31.57586
805.19481	1.54	1.26852	27.62683	90.19286	31.60835
806.24187	1.538	1.26666	27.70021	90.1816	31.64176
807.29167	1.536	1.26479	27.77463	90.1705	31.67617
808.3442	1.534	1.26293	27.84859	90.15928	31.70973
809.39948	1.532	1.26106	27.92182	90.14792	31.74215
810.45752	1.53	1.2592	27.99472	90.13644	31.77388
811.51832	1.528	1.25733	28.06735	90.12483	31.805
812.58191	1.526	1.25546	28.13894	90.11351	31.83476
813.64829	1.524	1.25359	28.20733	90.10217	31.86058
814.71748	1.522	1.25172	28.27184	90.09069	31.88163
815.78947	1.52	1.24984	28.33325	90.07908	31.89886
816.8643	1.518	1.24796	28.39319	90.06735	31.91415
817.94195	1.516	1.24608	28.45262	90.0555	31.9286
819.02246	1.514	1.24421	28.51426	90.04392	31.94546
820.10582	1.512	1.24233	28.578	90.03239	31.96452
821.19205	1.51	1.24046	28.64503	90.02075	31.98708
822.28117	1.508	1.23859	28.7122	90.009	32.00952
823.37317	1.506	1.23671	28.77174	89.99709	32.023
824.46809	1.504	1.23483	28.83439	89.98507	32.03976
825.56591	1.502	1.23296	28.90378	89.97334	32.06404
826.66667	1.5	1.23109	28.97406	89.96166	32.0891
827.77036	1.498	1.22922	29.0421	89.94985	32.11134
828.87701	1.496	1.22735	29.10863	89.9379	32.13159
829.98661	1.494	1.22548	29.17675	89.92584	32.15336
831.0992	1.492	1.22361	29.24519	89.91366	32.17521
832.21477	1.49	1.22173	29.31359	89.90178	32.19689
833.33333	1.488	1.21986	29.38333	89.88991	32.21981
834.45491	1.486	1.218	29.45552	89.87792	32.24522
835.57951	1.484	1.21613	29.52939	89.86581	32.27218
836.70715	1.482	1.21426	29.6048	89.85358	32.30057
837.83784	1.48	1.2124	29.6811	89.84123	32.32964
838.97158	1.478	1.21053	29.75782	89.82931	32.35906
840.1084	1.476	1.20867	29.83541	89.81726	32.38913
841.2483	1.474	1.20681	29.91353	89.80509	32.41947
842.3913	1.472	1.20494	29.99139	89.79277	32.44921
843.53741	1.47	1.20308	30.06911	89.78032	32.47847
844.68665	1.468	1.20121	30.14742	89.76795	32.50813
845.83902	1.466	1.19935	30.22696	89.75582	32.53896
846.99454	1.464	1.19749	30.30623	89.74355	32.56916
848.15321	1.462	1.19563	30.38474	89.73114	32.59821
849.31507	1.46	1.19376	30.46219	89.71858	32.62577
850.48011	1.458	1.19189	30.53762	89.70588	32.6508
851.64835	1.456	1.19003	30.61395	89.69348	32.67665
852.81981	1.454	1.18816	30.69191	89.6811	32.70403
853.99449	1.452	1.1863	30.76536	89.66856	32.72616
855.17241	1.45	1.18443	30.83741	89.65587	32.74648
856.35359	1.448	1.18256	30.91497	89.64308	32.77247
857.53804	1.446	1.1807	30.99565	89.63021	32.80154
858.72576	1.444	1.17884	31.07717	89.61776	32.83138
859.91678	1.442	1.17698	31.15888	89.60516	32.8611
861.11111	1.44	1.17511	31.24076	89.59242	32.89066
862.30876	1.438	1.17325	31.32331	89.57953	32.92061
863.50975	1.436	1.17139	31.40629	89.56651	32.95067
864.71409	1.434	1.16953	31.48842	89.55367	32.9796
865.92179	1.432	1.16766	31.56533	89.54093	33.00271
867.13287	1.43	1.1658	31.64061	89.52803	33.02376
868.34734	1.428	1.16393	31.72037	89.51502	33.04927
869.56522	1.426	1.16207	31.80211	89.50187	33.07655
870.78652	1.424	1.16021	31.88422	89.48858	33.1039
872.01125	1.422	1.15835	31.96699	89.47575	33.13183
873.23944	1.42	1.15648	32.04995	89.46278	33.15962
874.47109	1.418	1.15462	32.13184	89.44966	33.18594
875.70621	1.416	1.15276	32.21373	89.43639	33.21192
876.94484	1.414	1.1509	32.29693	89.42297	33.23894
878.18697	1.412	1.14904	32.38067	89.4097	33.26629
879.43262	1.41	1.14718	32.46396	89.39662	33.29295
880.68182	1.408	1.14531	32.54624	89.38337	33.3182
881.93457	1.406	1.14345	32.62856	89.36997	33.34316
883.19088	1.404	1.14159	32.71175	89.35643	33.36867
884.45078	1.402	1.13973	32.79561	89.34274	33.39456
885.71429	1.4	1.13786	32.8793	89.3295	33.42013
886.9814	1.398	1.136	32.96209	89.31613	33.44445
888.25215	1.396	1.13414	33.04559	89.3026	33.46914
889.52654	1.394	1.13228	33.13028	89.28893	33.49472
890.8046	1.392	1.13042	33.21534	89.27511	33.52034
892.08633	1.39	1.12856	33.29969	89.26144	33.54499
893.37176	1.388	1.12669	33.38162	89.24793	33.56691
894.66089	1.386	1.12483	33.46021	89.23424	33.58506
895.95376	1.384	1.12296	33.53446	89.22038	33.59843
897.25036	1.382	1.12108	33.60211	89.20634	33.60473
898.55072	1.38	1.1192	33.66346	89.19213	33.60429
899.85486	1.378	1.11733	33.72678	89.17824	33.60577
901.16279	1.376	1.11545	33.78969	89.16434	33.60663
902.47453	1.374	1.11357	33.85115	89.15031	33.60574
903.79009	1.372	1.1117	33.92253	89.13618	33.61468
905.10949	1.37	1.10983	34.00069	89.12195	33.63019
906.43275	1.368	1.10796	34.07455	89.10754	33.64102
907.75988	1.366	1.10609	34.1408	89.09351	33.64407
909.09091	1.364	1.10421	34.20642	89.07938	33.64622
910.42584	1.362	1.10233	34.27204	89.0651	33.6481
911.76471	1.36	1.10046	34.33731	89.05068	33.64936
913.10751	1.358	1.09858	34.40213	89.03611	33.64988
914.45428	1.356	1.0967	34.46555	89.0214	33.64874
915.80502	1.354	1.09482	34.52766	89.00714	33.64624
917.15976	1.352	1.09295	34.59297	88.99275	33.64667
918.51852	1.35	1.09108	34.66219	88.97823	33.65072
919.88131	1.348	1.0892	34.73351	88.96358	33.65658
921.24814	1.346	1.08734	34.80981	88.94879	33.66707
922.61905	1.344	1.08547	34.88566	88.93402	33.67686
923.99404	1.342	1.0836	34.95986	88.91956	33.68488
925.37313	1.34	1.08173	35.03337	88.90493	33.69192
926.75635	1.338	1.07986	35.10956	88.89016	33.70128
928.14371	1.336	1.07799	35.17964	88.8752	33.70431
929.53523	1.334	1.0761	35.23546	88.86002	33.69307
930.93093	1.332	1.07421	35.28247	88.84493	33.67306
932.33083	1.33	1.07232	35.31896	88.82995	33.64268
933.73494	1.328	1.07041	35.34297	88.81475	33.59997
935.14329	1.326	1.0685	35.36471	88.79943	33.55492
936.55589	1.324	1.0666	35.38604	88.78398	33.50938
937.97277	1.322	1.06469	35.40544	88.76841	33.46186
939.39394	1.32	1.06279	35.4392	88.75278	33.42815
940.81942	1.318	1.0609	35.48337	88.73742	33.40448
942.24924	1.316	1.059	35.52481	88.72214	33.37808
943.68341	1.314	1.05711	35.56062	88.70669	33.34607
945.12195	1.312	1.05521	35.59516	88.6911	33.31269
946.56489	1.31	1.05331	35.63045	88.67538	33.27986
948.01223	1.308	1.05141	35.66203	88.65951	33.24334
949.46401	1.306	1.04951	35.6959	88.64353	33.20885
950.92025	1.304	1.04762	35.73998	88.62804	33.18417
952.38095	1.302	1.04573	35.78224	88.61241	33.15757
953.84615	1.3	1.04384	35.82218	88.59662	33.12859
955.31587	1.298	1.04195	35.86453	88.5807	33.1017
956.79012	1.296	1.04005	35.89974	88.5646	33.06788
958.26893	1.294	1.03816	35.94088	88.54839	33.0395
959.75232	1.292	1.03627	35.98943	88.53247	33.01807
961.24031	1.29	1.03439	36.03932	88.51663	32.99776
962.73292	1.288	1.0325	36.09401	88.50067	32.98176
964.23017	1.286	1.03062	36.14968	88.48457	32.96643
965.73209	1.284	1.02874	36.20648	88.46831	32.95193
967.23869	1.282	1.02687	36.26761	88.45191	32.94123
968.75	1.28	1.025	36.33935	88.43586	32.9403
970.26604	1.278	1.02313	36.41837	88.41992	32.94594
971.78683	1.276	1.02127	36.49869	88.4038	32.95245
973.3124	1.274	1.0194	36.57584	88.38748	32.95568
974.84277	1.272	1.01753	36.64702	88.37095	32.95307
976.37795	1.27	1.01566	36.71856	88.35437	32.95055
977.91798	1.268	1.01379	36.79223	88.33821	32.94989
979.46288	1.266	1.01193	36.8678	88.32187	32.95067
981.01266	1.264	1.01006	36.94963	88.3054	32.95687
982.56735	1.262	1.0082	37.03528	88.28875	32.96622
984.12698	1.26	1.00634	37.12247	88.27192	32.97662
985.69157	1.258	1.00449	37.21334	88.25553	32.99023
987.26115	1.256	1.00263	37.30508	88.23909	33.00432
988.83573	1.254	1.00078	37.39821	88.22246	33.01928
990.41534	1.252	0.99892	37.49198	88.20563	33.03442
992	1.25	0.99707	37.58648	88.18859	33.04984
993.58974	1.248	0.99522	37.68181	88.17189	33.06581
995.18459	1.246	0.99336	37.77762	88.15524	33.08191
996.78457	1.244	0.99151	37.87354	88.13837	33.0977
998.38969	1.242	0.98966	37.96911	88.1213	33.11278
1000	1.24	0.9878	38.06474	88.10401	33.1275
1001.61551	1.238	0.98595	38.16054	88.087	33.14217
1003.23625	1.236	0.9841	38.25657	88.07009	33.15676
1004.86224	1.234	0.98224	38.34998	88.05295	33.16861
1006.49351	1.232	0.98039	38.44308	88.0356	33.17979
1008.13008	1.23	0.97853	38.53918	88.01806	33.19324
1009.77199	1.228	0.97668	38.6357	88.00073	33.20682
1011.41925	1.226	0.97483	38.73237	87.98356	33.22027
1013.0719	1.224	0.97297	38.82942	87.96618	33.23365
1014.72995	1.222	0.97112	38.9263	87.94859	33.24647
1016.39344	1.22	0.96927	39.023	87.93077	33.25873
1018.0624	1.218	0.96742	39.12025	87.91314	33.27122
1019.73684	1.216	0.96556	39.21716	87.8957	33.28315
1021.4168	1.214	0.96371	39.31345	87.87804	33.29414
1023.10231	1.212	0.96186	39.41011	87.86016	33.30504
1024.79339	1.21	0.96	39.5072	87.84206	33.31591
1026.49007	1.208	0.95815	39.60478	87.82413	33.32695
1028.19237	1.206	0.9563	39.70258	87.80642	33.33794
1029.90033	1.204	0.95445	39.80055	87.78848	33.34865
1031.61398	1.202	0.95259	39.89867	87.77032	33.35908
1033.33333	1.2	0.95074	39.99637	87.75193	33.36875
1035.05843	1.198	0.94889	40.09418	87.7337	33.37824
1036.7893	1.196	0.94704	40.19241	87.7157	33.38785
1038.52596	1.194	0.94518	40.29054	87.69747	33.39696
1040.26846	1.192	0.94333	40.38881	87.679	33.40578
1042.01681	1.19	0.94148	40.48742	87.66031	33.41447
1043.77104	1.188	0.93963	40.58622	87.6418	33.42306
1045.5312	1.186	0.93778	40.68429	87.6235	33.43079
1047.2973	1.184	0.93592	40.78219	87.60495	33.43796
1049.06937	1.182	0.93407	40.88085	87.58618	33.44535
1050.84746	1.18	0.93222	40.97973	87.56718	33.45252
1052.63158	1.178	0.93037	41.07846	87.54838	33.45932
1054.42177	1.176	0.92852	41.1771	87.52977	33.46578
1056.21806	1.174	0.92666	41.27595	87.51091	33.472
1058.02048	1.172	0.92481	41.37458	87.49182	33.47761
1059.82906	1.17	0.92296	41.47269	87.47248	33.48238
1061.64384	1.168	0.92111	41.5706	87.45339	33.48675
1063.46484	1.166	0.91925	41.66854	87.43445	33.49088
1065.2921	1.164	0.9174	41.76675	87.41527	33.49482
1067.12565	1.162	0.91555	41.86494	87.39584	33.49833
1068.96552	1.16	0.9137	41.96061	87.37616	33.49935
1070.81174	1.158	0.91184	42.05632	87.35676	33.5002
1072.66436	1.156	0.90999	42.15414	87.33748	33.5025
1074.5234	1.154	0.90814	42.25182	87.31796	33.50428
1076.38889	1.152	0.90628	42.35026	87.29819	33.50626
1078.26087	1.15	0.90443	42.44899	87.27818	33.50806
1080.13937	1.148	0.90258	42.54695	87.25851	33.50905
1082.02443	1.146	0.90073	42.64428	87.23889	33.50922
1083.91608	1.144	0.89887	42.74089	87.21901	33.5084
1085.81436	1.142	0.89702	42.83567	87.19887	33.50568
1087.7193	1.14	0.89517	42.93143	87.17849	33.50336
1089.63093	1.138	0.89331	43.02793	87.15851	33.50147
1091.5493	1.136	0.89146	43.12484	87.13853	33.4996
1093.47443	1.134	0.88961	43.21885	87.11828	33.49499
1095.40636	1.132	0.88775	43.30733	87.09774	33.48557
1097.34513	1.13	0.88589	43.39869	87.07698	33.47807
1099.29078	1.128	0.88403	43.48946	87.05663	33.46996
1101.24334	1.126	0.88218	43.57533	87.03622	33.45767
1103.20285	1.124	0.88031	43.65864	87.01554	33.44298
1105.16934	1.122	0.87845	43.74222	86.99463	33.42814
1107.14286	1.12	0.87659	43.82683	86.97347	33.41376
1109.12343	1.118	0.87473	43.90596	86.95263	33.39494
1111.11111	1.116	0.87286	43.9737	86.93175	33.36696
1113.10592	1.114	0.87098	44.02847	86.91054	33.32853
1115.10791	1.112	0.8691	44.0749	86.88906	33.28337
1117.11712	1.11	0.86721	44.10564	86.86727	33.22578
1119.13357	1.108	0.86531	44.125	86.84524	33.15921
1121.15732	1.106	0.86342	44.15119	86.82379	33.09811
1123.18841	1.104	0.86153	44.17819	86.80213	33.03751
1125.22686	1.102	0.85963	44.20107	86.78024	32.97359
1127.27273	1.1	0.85774	44.22566	86.75815	32.91087
1129.32605	1.098	0.85584	44.24767	86.73585	32.84605
1131.38686	1.096	0.85396	44.2821	86.71342	32.79062
1133.45521	1.094	0.85207	44.3174	86.69157	32.73598
1135.53114	1.092	0.85017	44.33431	86.66937	32.66716
1137.61468	1.09	0.84828	44.36409	86.64704	32.60803
1139.70588	1.088	0.8464	44.41251	86.62462	32.56289
1141.80479	1.086	0.84452	44.45953	86.60196	32.51645
1143.91144	1.084	0.84263	44.49343	86.5792	32.45999
1146.02588	1.082	0.84074	44.52134	86.55678	32.39908
1148.14815	1.08	0.83886	44.56243	86.53423	32.34794
1150.27829	1.078	0.83698	44.60265	86.51145	32.29594
1152.41636	1.076	0.83509	44.64119	86.48842	32.24251
1154.56238	1.074	0.83322	44.68932	86.46521	32.19603
1156.71642	1.072	0.83134	44.7439	86.44235	32.15433
1158.8785	1.07	0.82947	44.80839	86.41965	32.11987
1161.04869	1.068	0.82761	44.87756	86.39673	32.08858
1163.22702	1.066	0.82575	44.95935	86.37362	32.0663
1165.41353	1.064	0.82389	45.04517	86.35025	32.04662
1167.60829	1.062	0.82203	45.12763	86.32712	32.02431
1169.81132	1.06	0.82018	45.21772	86.3042	32.0074
1172.02268	1.058	0.81833	45.3124	86.28102	31.99345
1174.24242	1.056	0.81647	45.39845	86.25747	31.9728
1176.47059	1.054	0.81462	45.48714	86.23365	31.95369
1178.70722	1.052	0.81277	45.58506	86.21036	31.94118
1180.95238	1.05	0.81092	45.6814	86.18701	31.9272
1183.20611	1.048	0.80907	45.77691	86.16334	31.9122
1185.46845	1.046	0.80722	45.87142	86.13936	31.89608
1187.73946	1.044	0.80537	45.95903	86.11503	31.87459
1190.01919	1.042	0.80352	46.0496	86.09145	31.85521
1192.30769	1.04	0.80167	46.15176	86.06765	31.84374
1194.60501	1.038	0.79982	46.2538	86.04352	31.83174
1196.9112	1.036	0.79798	46.35706	86.01907	31.82016
1199.22631	1.034	0.79613	46.45286	85.99463	31.80298
1201.55039	1.032	0.79428	46.54521	85.97053	31.78321
1203.8835	1.03	0.79243	46.63659	85.94611	31.76235
1206.22568	1.028	0.79058	46.73222	85.9214	31.74409
1208.577	1.026	0.78873	46.83427	85.8964	31.72991
1210.9375	1.024	0.78689	46.93175	85.87177	31.71236
1213.30724	1.022	0.78504	47.03401	85.84721	31.69787
1215.68627	1.02	0.7832	47.14036	85.82234	31.68578
1218.07466	1.018	0.78135	47.24731	85.79713	31.67364
1220.47244	1.016	0.77951	47.35573	85.77173	31.66213
1222.87968	1.014	0.77767	47.4632	85.74696	31.64985
1225.29644	1.012	0.77583	47.57163	85.72185	31.63776
1227.72277	1.01	0.77399	47.68218	85.6964	31.62667
1230.15873	1.008	0.77215	47.79313	85.67059	31.61538
1232.60437	1.006	0.77031	47.90493	85.64519	31.60446
1235.05976	1.004	0.76847	48.01781	85.61984	31.59395
1237.52495	1.002	0.76663	48.13222	85.59413	31.584
1240	1	0.76479	48.24675	85.56806	31.57363
1242.48497	0.998	0.76296	48.36126	85.54189	31.56286
1244.97992	0.996	0.76112	48.47594	85.51627	31.55204
1247.48491	0.994	0.75928	48.59104	85.49027	31.54102
1250	0.992	0.75744	48.70691	85.4639	31.53002
1252.52525	0.99	0.75561	48.82237	85.43715	31.51823
1255.06073	0.988	0.75377	48.93764	85.41104	31.5062
1257.60649	0.986	0.75193	49.05256	85.38474	31.4935
1260.1626	0.984	0.75009	49.1653	85.35803	31.47886
1262.72912	0.982	0.74825	49.27322	85.3309	31.46053
1265.30612	0.98	0.74641	49.37716	85.30391	31.4393
1267.89366	0.978	0.74457	49.47822	85.27718	31.41596
1270.4918	0.976	0.74272	49.58061	85.25009	31.39305
1273.10062	0.974	0.74088	49.68816	85.22265	31.37307
1275.72016	0.972	0.73904	49.79878	85.19484	31.35464
1278.35052	0.97	0.73721	49.91285	85.16791	31.33842
1280.99174	0.968	0.73537	50.0273	85.14058	31.32197
1283.64389	0.966	0.73353	50.14103	85.11285	31.30454
1286.30705	0.964	0.7317	50.25715	85.08473	31.28816
1288.98129	0.962	0.72986	50.37309	85.05705	31.27148
1291.66667	0.96	0.72802	50.48666	85.02936	31.25292
1294.36326	0.958	0.72619	50.60024	85.00126	31.23387
1297.07113	0.956	0.72435	50.71018	84.97273	31.21199
1299.79036	0.954	0.72251	50.81516	84.94417	31.18662
1302.52101	0.952	0.72066	50.92012	84.91606	31.16109
1305.26316	0.95	0.71883	51.02854	84.88756	31.13729
1308.01688	0.948	0.71699	51.13465	84.85864	31.11155
1310.78224	0.946	0.71514	51.23307	84.82925	31.08049
1313.55932	0.944	0.71329	51.32503	84.80059	31.04536
1316.3482	0.942	0.71145	51.41662	84.7716	31.00961
1319.14894	0.94	0.7096	51.50395	84.74218	30.97079
1321.96162	0.938	0.70775	51.58919	84.71234	30.93027
1324.78632	0.936	0.7059	51.68136	84.68271	30.89388
1327.62313	0.934	0.70405	51.76566	84.65331	30.85244
1330.4721	0.932	0.70219	51.83216	84.62337	30.79961
1333.33333	0.93	0.70033	51.89071	84.59298	30.74156
1336.2069	0.928	0.69847	51.94812	84.56221	30.68253
1339.09287	0.926	0.6966	52.00346	84.53195	30.62228
1341.99134	0.924	0.69474	52.05891	84.5016	30.56194
1344.90239	0.922	0.69287	52.10361	84.47078	30.49477
1347.82609	0.92	0.69099	52.12263	84.43939	30.41176
1350.76253	0.918	0.6891	52.12609	84.40755	30.3192
1353.71179	0.916	0.68721	52.1273	84.37612	30.2255
1356.67396	0.914	0.68532	52.12735	84.34465	30.13115
1359.64912	0.912	0.68343	52.12736	84.31285	30.03673
1362.63736	0.91	0.68154	52.12736	84.2807	29.94225
1365.63877	0.908	0.67965	52.12736	84.2482	29.84773
1368.65342	0.906	0.67776	52.12736	84.21571	29.75329
1371.68142	0.904	0.67587	52.12736	84.18363	29.65906
1374.72284	0.902	0.67398	52.12741	84.1512	29.56481
1377.77778	0.9	0.67209	52.12761	84.11841	29.4706
1380.84633	0.898	0.67021	52.12776	84.08526	29.37631
1383.92857	0.896	0.66832	52.12777	84.05176	29.28188
1387.02461	0.894	0.66643	52.1278	84.01901	29.18781
1390.13453	0.892	0.66454	52.12792	83.98591	29.09374
1393.25843	0.89	0.66266	52.12802	83.95245	28.99962
1396.3964	0.888	0.66077	52.12804	83.91862	28.90539
1399.54853	0.886	0.65888	52.12811	83.88441	28.81115
1402.71493	0.884	0.657	52.12857	83.85067	28.71736
1405.89569	0.882	0.65511	52.1293	83.81688	28.62379
1409.09091	0.88	0.65322	52.12975	83.78272	28.53
1412.30068	0.878	0.65134	52.13148	83.74817	28.43689
1415.52511	0.876	0.64946	52.13657	83.71327	28.34563
1418.7643	0.874	0.64757	52.14093	83.67862	28.2541
1422.01835	0.872	0.64569	52.15036	83.64418	28.16556
1425.28736	0.87	0.64381	52.16387	83.60937	28.07922
1428.57143	0.868	0.64193	52.17333	83.57412	27.99051
1431.87067	0.866	0.64005	52.17948	83.53843	27.89984
1435.18519	0.864	0.63817	52.18586	83.50296	27.80944
1438.51508	0.862	0.63629	52.19691	83.46774	27.72177
1441.86047	0.86	0.63442	52.21021	83.43212	27.63524
1445.22145	0.858	0.63254	52.22577	83.3961	27.54986
1448.59813	0.856	0.63067	52.25564	83.35975	27.47222
1451.99063	0.854	0.62881	52.28922	83.32385	27.39673
1455.39906	0.852	0.62694	52.31659	83.28793	27.31782
1458.82353	0.85	0.62508	52.36362	83.25173	27.24946
1462.26415	0.848	0.62322	52.41745	83.2151	27.18454
1465.72104	0.846	0.62136	52.45426	83.17792	27.11017
1469.19431	0.844	0.61949	52.48696	83.14155	27.03381
1472.68409	0.842	0.61763	52.51775	83.10468	26.95624
1476.19048	0.84	0.61576	52.54522	83.06729	26.8767
1479.7136	0.838	0.6139	52.576	83.02946	26.79877
1483.25359	0.836	0.61204	52.62329	82.99193	26.72964
1486.81055	0.834	0.61018	52.66971	82.95471	26.66008
1490.38462	0.832	0.60833	52.72474	82.91705	26.59483
1493.9759	0.83	0.60649	52.80832	82.87912	26.54434
1497.58454	0.828	0.60466	52.89732	82.84096	26.49639
1501.21065	0.826	0.60283	52.9992	82.80371	26.45521
1504.85437	0.824	0.60099	53.09614	82.76579	26.41099
1508.51582	0.822	0.59916	53.18394	82.72718	26.36156
1512.19512	0.82	0.59733	53.28954	82.68848	26.32105
1515.89242	0.818	0.59551	53.40574	82.65064	26.28598
1519.60784	0.816	0.59369	53.52269	82.61216	26.25076
1523.34152	0.814	0.59187	53.64526	82.57308	26.2179
1527.0936	0.812	0.59006	53.77036	82.53408	26.18601
1530.8642	0.81	0.58824	53.89392	82.49548	26.15311
1534.65347	0.808	0.58642	54.01928	82.45622	26.12057
1538.46154	0.806	0.58461	54.14668	82.4163	26.0885
1542.28856	0.804	0.58279	54.27562	82.37694	26.05703
1546.13466	0.802	0.58098	54.40605	82.33751	26.02591
1550	0.8	0.57917	54.5374	82.29739	25.99467
1553.88471	0.798	0.57735	54.66754	82.25654	25.96223
1557.78894	0.796	0.57554	54.79842	82.21686	25.93017
1561.71285	0.794	0.57373	54.93098	82.1765	25.89836
1565.65657	0.792	0.57192	55.06334	82.13541	25.86585
1569.62025	0.79	0.5701	55.19126	82.09417	25.83075
1573.60406	0.788	0.56829	55.31371	82.05345	25.7928
1577.60814	0.786	0.56647	55.43228	82.01196	25.7524
1581.63265	0.784	0.56465	55.5533	81.96976	25.71263
1585.67775	0.782	0.56284	55.68274	81.92815	25.67679
1589.74359	0.78	0.56103	55.81182	81.8865	25.64041
1593.83033	0.778	0.55922	55.94192	81.84411	25.60394
1597.93814	0.776	0.55741	56.0768	81.80101	25.56917
1602.06718	0.774	0.5556	56.20406	81.75905	25.53077
1606.21762	0.772	0.55378	56.32854	81.71629	25.49046
1610.38961	0.77	0.55197	56.45317	81.67275	25.44964
1614.58333	0.768	0.55016	56.57891	81.62922	25.40902
1618.79896	0.766	0.54835	56.7112	81.58624	25.37131
1623.03665	0.764	0.54654	56.84523	81.54248	25.33381
1627.29659	0.762	0.54473	56.98016	81.4979	25.29611
1631.57895	0.76	0.54293	57.11493	81.45423	25.25826
1635.88391	0.758	0.54112	57.24915	81.41011	25.21965
1640.21164	0.756	0.53931	57.3781	81.3651	25.17798
1644.56233	0.754	0.5375	57.50389	81.31979	25.13444
1648.93617	0.752	0.53569	57.63139	81.27523	25.09158
1653.33333	0.75	0.53388	57.7599	81.22984	25.04859
1657.75401	0.748	0.53207	57.89111	81.18364	25.00624
1662.19839	0.746	0.53026	58.02316	81.13816	24.96414
1666.66667	0.744	0.52845	58.14901	81.09234	24.91882
1671.15903	0.742	0.52664	58.2753	81.04567	24.87309
1675.67568	0.74	0.52483	58.40625	80.99862	24.82902
1680.2168	0.738	0.52303	58.53383	80.95242	24.78336
1684.78261	0.736	0.52122	58.66178	80.90534	24.73728
1689.3733	0.734	0.51941	58.79178	80.85739	24.6915
1693.98907	0.732	0.5176	58.92126	80.81012	24.64538
1698.63014	0.73	0.5158	59.05173	80.76262	24.59928
1703.2967	0.728	0.51399	59.18213	80.71421	24.55255
1707.98898	0.726	0.51218	59.30898	80.66537	24.50381
1712.70718	0.724	0.51038	59.43284	80.61733	24.45371
1717.45152	0.722	0.50857	59.55658	80.56835	24.40297
1722.22222	0.72	0.50676	59.67941	80.51844	24.35125
1727.0195	0.718	0.50495	59.79931	80.46931	24.29821
1731.84358	0.716	0.50314	59.91564	80.41976	24.24324
1736.69468	0.714	0.50133	60.02866	80.36923	24.1863
1741.57303	0.712	0.49951	60.14077	80.31836	24.12861
1746.47887	0.71	0.4977	60.25184	80.26825	24.07044
1751.41243	0.708	0.49589	60.3632	80.21719	24.01187
1756.37394	0.706	0.49408	60.47441	80.16516	23.95268
1761.36364	0.704	0.49227	60.5832	80.11398	23.8925
1766.38177	0.702	0.49045	60.6859	80.06228	23.82939
1771.42857	0.7	0.48864	60.78282	80.00954	23.76338
1776.5043	0.698	0.48682	60.87155	79.95636	23.69368
1781.6092	0.696	0.48499	60.94599	79.90378	23.61815
1786.74352	0.694	0.48316	61.01026	79.85012	23.53806
1791.90751	0.692	0.48133	61.0676	79.79545	23.45477
1797.10145	0.69	0.47949	61.11015	79.74103	23.36555
1802.32558	0.688	0.47765	61.13455	79.68638	23.26896
1807.58017	0.686	0.4758	61.14831	79.63069	23.16789
1812.8655	0.684	0.47395	61.1553	79.57404	23.06394
1818.18182	0.682	0.47209	61.15834	79.51802	22.95873
1823.52941	0.68	0.47024	61.15952	79.46171	22.85285
1828.90855	0.678	0.46839	61.1601	79.40449	22.74661
1834.31953	0.676	0.46653	61.16022	79.34637	22.64008
1839.76261	0.674	0.46468	61.16022	79.28905	22.53388
1845.2381	0.672	0.46283	61.16022	79.23134	22.42772
1850.74627	0.67	0.46098	61.16022	79.17269	22.32146
1856.28743	0.668	0.45912	61.16023	79.1131	22.21508
1861.86186	0.666	0.45727	61.16023	79.05456	22.10915
1867.46988	0.664	0.45542	61.16024	78.99537	22.00319
1873.11178	0.662	0.45357	61.16025	78.93521	21.89712
1878.78788	0.66	0.45172	61.16027	78.8741	21.79095
1884.49848	0.658	0.44987	61.16032	78.81434	21.68532
1890.2439	0.656	0.44803	61.16043	78.75359	21.5796
1896.02446	0.654	0.44618	61.16058	78.69183	21.47377
1901.84049	0.652	0.44433	61.16062	78.62955	21.36793
1907.69231	0.65	0.44248	61.16063	78.56818	21.26248
1913.58025	0.648	0.44063	61.16064	78.50577	21.15691
1919.50464	0.646	0.43879	61.16084	78.4423	21.05129
1925.46584	0.644	0.43694	61.16145	78.37892	20.946
1931.46417	0.642	0.4351	61.16254	78.31584	20.84114
1937.5	0.64	0.43325	61.16485	78.2517	20.73659
1943.57367	0.638	0.43141	61.17063	78.18649	20.63316
1949.68553	0.636	0.42957	61.18268	78.12225	20.53236
1955.83596	0.634	0.42773	61.19642	78.05752	20.43216
1962.02532	0.632	0.4259	61.21436	77.99169	20.33327
